packet_rate,avg_payload_size,unique_ports
483.7902447163846,640.4313974882718,19
394.992344405154,931.3401635053555,14
146.4957295082725,914.018015563105,7
353.93993325060273,1341.0356524816902,19
126.83840644661475,1255.657335778601,6
44.60099971063446,981.774009183179,11
131.42982743991823,1954.952756649807,15
167.67000879441153,1670.1252261956222,16
376.795764732429,1866.3670038618952,13
182.11061025642334,1864.7555821434246,12
232.63321132879761,1881.6306490712172,18
33.6558815042641,1593.9200491650313,12
288.2075630671424,851.4115625252425,16
144.39786540684253,1113.2875402580685,14
402.9500152562487,821.4481054841252,8
378.33689375593457,1919.7158525174975,4
451.2102841951848,1925.4729890295623,14
78.14401647803804,1006.9376127735569,11
41.619521917027996,1237.509849224357,2
341.9354647991241,1550.586903386262,16
175.73334271426404,296.0463066387507,16
493.39150173076007,359.8944276335492,5
307.77659430732444,1221.1515090419764,19
334.5559717005395,1966.1777740072846,9
333.63604562978594,730.864795567625,19
259.21702943718395,262.65539333439835,20
304.6715776609371,1938.5547547079811,9
12.305057449788762,253.62271691115592,20
387.63767956281373,743.9703396847477,4
459.6541891866598,291.99991112654936,8
14.71592415483055,873.8504323131531,5
317.74290862554733,962.8580853812888,18
240.6235094130653,163.94659402676393,18
128.00589906280203,1153.4197447163617,2
178.99413837597643,888.3866738141257,5
82.12714179991586,478.5970506063512,7
366.5970611446948,1971.3963030524983,14
32.318899100350905,452.67672030296535,9
19.126328869467077,1127.007390416549,5
264.2203737187999,687.0651430526985,18
22.19583503778857,1587.1793242788083,8
149.812306024853,1253.677032326227,4
36.37819551557184,239.64586692991392,18
271.94728146414326,1737.3454564535525,10
438.80121136636916,295.67685059801613,5
39.01058268254922,1028.389074957981,14
189.35333832889512,1163.5614153312056,10
209.25806253890647,1528.9489189265498,15
306.93837405224275,886.6735723444533,16
291.0227048232076,406.64602594741035,11
209.8485789167451,1752.9059797156651,18
161.79189181402572,1551.221252809597,2
360.13025464250296,1801.547789175675,3
456.073135386218,541.1754427286737,6
415.47726849784857,1747.0361603999174,20
233.1064794007197,1145.6958446609995,12
318.7443679060207,956.0179827196437,14
419.2832965394829,207.08498491735293,20
369.44622558566397,719.9088964935034,15
397.70811756613267,975.4912146959234,7
133.97172324872145,1037.9594706032956,17
462.6350752131294,1942.7480073540034,2
72.59022026844937,1584.6932924274868,15
360.5144577388364,399.71071356420777,8
169.61259614811775,1312.2860695127026,7
111.26261106193321,355.65862016190806,16
18.78032069787291,1697.7719517812732,16
426.8881248562587,1544.5921217453931,2
158.55723394003977,1027.947705243871,4
101.56308167821766,1974.8998847491305,2
322.9778708689851,679.7077361832794,11
176.65623316211853,1231.9270124110562,15
165.7426686355108,1850.5852397962158,4
272.19347496305,447.2055860352062,13
131.9049891194206,987.5739304063082,1
441.5977827929341,854.5204190894764,7
428.30214531969807,1325.2869371980257,16
28.91437089384617,1728.396368829141,19
360.4794009953468,1889.2269773535756,12
424.59009177746526,193.407631388505,12
189.87806954511802,1132.8674961087781,8
281.8393998164289,1973.3623349071352,1
152.61439438003697,194.33057795612956,13
492.6581783784859,1405.2391343728907,2
15.110273511387742,712.8899865719696,12
105.60166089370865,1473.906333695536,14
370.5561757456424,1275.6084738595082,7
197.73458699768904,1305.8864405090108,8
107.42331929018039,288.22708948245213,3
366.58691867834074,432.0273448440819,18
181.47509452772425,323.6035407407582,10
107.88625552827945,983.4197474171204,7
333.811821372326,526.7353260421155,16
182.98120917656902,1868.908936880696,6
161.7296952856413,961.8091795287039,7
366.09204135050527,586.5715160949969,7
65.60529269205276,616.6667669517458,6
120.93288540639124,1411.2216354008704,12
424.523262268478,1437.2809253543896,11
472.62416796798436,125.57407106894419,17
272.8549976251845,1393.9003550448535,14
362.10726623687617,1139.8126391707833,1
216.40296644919258,634.0911288011662,14
494.45400508979856,1981.4047183713053,1
274.8947708686891,1229.532954274272,11
98.6720567512148,1788.8643682597726,12
449.64358540818216,207.50617573799587,14
299.15863086765745,1799.842695119245,9
48.63119609210134,570.3839979684778,13
18.052026838553033,429.5273209918924,20
396.1534368170924,1077.0363909711127,3
219.48062295644297,116.1368823581434,2
308.95251776412374,1334.0696627860557,6
74.66393707497014,1029.3218244457757,16
358.53809649567563,1831.0110471767603,3
32.38557449494145,1522.1517118185886,2
443.0846495471931,1968.2353124220285,4
464.2961564959291,1264.3011880911727,15
154.15722056346291,118.0924699260139,8
390.5423957900279,850.4183293317319,18
185.68941917398777,1680.2007154061432,17
288.75340893316803,1165.723102034071,12
247.5336469152321,1685.357574041197,16
381.1152627569287,1785.6468014611166,8
228.82438611540215,1729.8634046897037,8
179.11914235892024,254.68745377318893,11
480.4476799934056,974.75696170615,13
322.85934838822953,1292.7615136714148,15
89.298169317738,1171.0329709764194,3
179.80447778793297,694.5824261361047,11
52.516013642603966,834.5798260655537,9
224.8116086002385,842.1495838360436,4
161.0830373740575,1073.8209501552546,4
412.46691843746765,478.02811269768483,2
132.2245855371146,1981.4705675263658,7
28.825800883542453,875.7209964674089,19
58.899209111321134,1772.3406653638083,3
157.18004386001533,139.30950936964092,5
452.4176028337223,322.2109151993742,8
159.34532399421744,1426.4264288220363,19
130.51583213794171,1056.975270964589,17
430.67736994947967,766.5076472701046,15
311.5384220771314,421.9652345148068,16
73.29997051397137,1404.0393789023099,8
79.77174038108204,1366.9969287188346,9
386.01928769088704,1085.2252421349617,1
440.3741004621186,483.73999051943883,16
293.4178899324404,674.753839798649,17
407.8730258587575,432.7432504584396,10
13.22998787232067,153.88321826609462,4
105.4522521680966,1709.3425109620368,13
175.0956094191502,1474.1549998723872,3
208.99603238325562,1529.1574095160013,14
233.83830394026563,1928.5157430258423,2
94.86380531614215,840.1876196542069,10
232.22591605713248,707.2569613588166,17
441.8445230713229,678.7830723101441,2
33.06897316889079,657.5495946435036,16
375.4975610376256,562.6706199179794,13
129.2905146320975,1203.6258997790442,1
272.85644035336867,1045.4340105452845,12
431.67765207139047,1548.2992550143408,5
168.66545992122957,794.1027944022801,8
235.29209589710376,797.3322354839629,16
26.198665745319367,533.9080809535124,5
126.8287812594834,254.892127502035,3
284.4055777354252,901.7441016874802,20
171.79161182822136,1903.3130904583973,19
33.738594808098476,649.9778643424183,5
479.9871804085387,1310.880960707428,17
299.39055686818153,360.45454172617593,13
268.10317530472616,1868.4528102320262,13
41.743034876776996,1277.7093099888252,6
256.926016107068,1046.9571902572488,2
424.3025218503014,195.6665456908366,18
369.804933812624,1658.295751213945,18
179.26354491046203,273.44170919299506,5
208.11365955855564,104.7111464855123,17
465.3362796530072,1278.3881832924433,10
306.34252339082565,430.45406115066476,3
466.5481700428229,688.4255063481901,5
458.1043530583348,1439.5098839821385,2
28.837739783371106,1785.6491360176365,7
480.0921613022469,294.53665561605703,5
467.9313285103257,366.46210123034933,15
265.439228306254,1499.847300181712,6
498.12256634906197,1367.552016693142,3
377.7408066036643,1123.8277845786902,5
45.2695839174372,1894.3013250219924,9
454.6642251837025,1667.6920500347499,6
339.3299577905244,633.5995468949645,13
222.12114977839926,531.1258885067439,2
157.506028055914,1234.2802137705967,1
472.1816736921538,941.771538116822,3
344.86234965845114,832.9210532295845,19
18.625065874155947,952.802626365862,2
403.38053882491005,811.600633829783,1
56.89170575804574,1291.4312118909197,10
161.80697236057387,1818.325949266654,7
223.9786746209752,1202.761632846877,15
457.3143110012334,1185.1613884950011,2
26.692436113442636,1512.8355549842308,12
37.67569872104245,1089.2781716476907,19
147.27836834898713,768.0001600587528,4
190.6655242130016,620.864225720913,19
38.629062200062116,1575.245925449091,6
115.92183445825361,270.7834703771127,5
476.5276041366099,1653.1773583920922,12
143.06391558540406,1452.8652856777423,4
271.2179982994502,252.1645084172438,4
381.67290437981217,1672.715405040788,13
115.76933867038811,678.233579090029,13
362.48341983249037,1442.216597372378,15
306.6501109103354,907.2660966421412,3
405.7218127384731,635.7968295386395,5
276.1501516824174,1921.219066481271,11
66.19191725395007,1527.09163380502,11
476.7530017318046,1037.2088521712692,7
411.4421195406077,1664.6620186993985,20
239.829757718529,1805.5759433447176,1
77.853331844582,211.73751807489657,18
322.7706025484597,1500.3458126073272,9
336.7515308932969,1074.791356040462,5
181.7518223695317,1405.9646390498092,14
82.6268209247061,1029.766948813741,10
232.99007127215702,343.79255036868346,19
113.12183271605662,1356.355555527448,7
51.56398532927313,436.39202300609014,8
186.82356549103562,479.80671267805457,5
24.544720090596115,1050.7385771966517,13
103.91963046022441,312.9910523584456,14
177.37177118514657,737.3206094325368,3
76.55742752201022,597.0919901541426,1
361.157405125622,1262.8281351733651,3
68.56157961255565,595.3687686728199,5
415.8907363487153,1036.5031972801044,14
321.07826700985106,1703.3465517996538,3
223.54067530194186,1203.8769299799828,9
163.08993187255976,314.2286971410671,20
280.29128484038233,510.57774136561113,3
488.7987915093052,1429.9478747292455,19
230.5636630827565,855.3799111102854,1
51.35542175501554,797.5452392477781,2
253.11010779126013,647.3078406002804,4
492.9336931305818,1202.2454605827406,16
293.4867207703539,1238.1284050732816,13
299.698048330661,955.978080355561,17
99.95037051835952,194.43598882519723,18
83.71526348275763,517.4647410166916,20
125.48432864770946,729.0026149694738,11
359.0797144226643,1364.9868065462192,8
255.49754498906168,1834.9528224700614,1
250.22771261528527,1527.5146743892428,14
447.13234782835957,1786.968143432975,4
485.4683962342151,253.20584225635173,16
355.7302398300473,1276.380792864564,20
49.80822757007291,1862.8684366648,4
93.10458076627219,1724.8633935773028,20
280.07099323363394,689.7061852258082,14
87.52802666683208,1946.7364818736132,5
111.83907726755167,1882.1706998238787,8
195.9964734796974,745.6294750251379,10
57.45808793402755,550.8873620873349,3
153.37392860651562,1062.3882583336242,9
464.8200649515771,212.19968613592252,6
357.9974409258539,1968.6291924890882,12
451.84452298844025,1264.0724838862745,1
366.2212361141919,137.9886193294247,16
41.61485549102109,1092.508951456984,6
33.10565581036236,662.2497079010222,5
380.0084979586392,301.59909968565,12
425.220027165778,854.6468908726308,10
21.544861687310743,155.08266243757998,12
467.7764733352827,1178.5007030361523,10
244.5895210024339,1921.152228488868,18
58.848614078448946,1740.787870129166,3
275.495566747925,1085.167208297765,11
270.88676749985484,355.7190321277278,18
74.64104616717854,770.9692337301008,9
273.6717417675875,665.3154710920339,15
250.70616783113445,1276.273652300923,12
83.27118769647922,1103.5741759579419,3
334.4965224023337,1795.1877275032448,15
262.5338587310075,1647.7469506025604,14
429.0381072826566,327.891221533385,7
434.76659453997945,1590.079927348745,11
429.06360032601617,324.7825358442035,9
323.2457951444955,1479.6683008581722,17
165.99368622653833,798.7537110604231,19
159.60370106826707,325.92359703293096,6
121.91515864991017,1130.159090548955,16
477.38365748791836,1364.7694721790067,19
214.29652339283177,881.1183692864238,8
205.70859129914732,689.0537945295516,15
119.1797733200813,678.5282488919762,15
75.2515706501388,1456.380798227325,18
84.41916764117384,1078.9463499861513,9
339.64748165590396,956.9974418997818,14
75.2427210979239,1359.3978459599248,8
147.52005125972556,155.32627090446485,9
235.29789304251997,1954.7086495357532,17
40.43704883104425,1922.5759806346844,8
403.4278430978405,1453.3432512283034,13
143.4185564482672,263.3787485424699,15
293.66599698424517,244.8134843183491,14
194.12653357480363,998.0436471287846,17
110.82193034169453,605.5267781911734,20
231.63256462231044,217.45198926846535,3
154.15918749108107,1378.2726343958973,10
353.4554510453658,1042.9793056673527,10
288.86233663852835,125.8158825927969,14
270.7867219698377,1457.5815665840862,5
206.08953155617183,126.94294262057576,12
78.52543672770199,1337.8046933836165,8
445.3941457325978,1446.0827924930593,15
431.5484278439749,330.3293262047344,1
182.81116035225736,1555.255181849743,19
430.36041645422375,970.2974295446782,7
180.75844265304465,1574.8460136396,18
442.1134474565866,821.013131886545,12
315.20522235326337,1917.7741719581636,3
374.8721975375529,449.84968636085,5
195.3104580165908,373.2032356667115,18
470.6458687124836,1094.9014577936794,1
278.22117275662686,1084.2042110317552,11
349.5782934188479,1092.2734387247192,16
216.84002921299145,457.2058618352013,19
463.3091886668472,1126.0418918971902,12
274.8628366648866,353.54068152110614,3
162.66292874084502,1833.900255118051,7
396.9522783602882,1178.0381913011754,19
245.46486252449373,1753.9826480655138,1
32.413998127670006,508.1713769111333,6
282.6827414778887,252.13722524076456,9
99.09817792739346,462.7095669520776,7
48.865280675894894,1485.673241833495,5
98.89383350316464,1959.484283444681,9
460.5119284956846,1134.4743921104707,2
441.84437565263505,1289.6134819041347,17
249.54628208382056,1084.1651835843068,6
432.85101732453825,734.9193544620911,16
477.48383487163096,438.426204725365,6
441.8998897078638,1728.038048921312,11
449.30457526248966,282.3522501205898,18
256.8356346947405,1273.3493637702213,13
393.2515800267763,1505.8758351110837,8
443.46803256909203,1680.8398896632903,7
287.2794112051646,1075.9412921710107,19
